:START_ID(Flight),:END_ID(Delay)
FL12010,DLY04400
FL12011,DLY04401
FL12016,DLY04402
FL12021,DLY04403
FL12026,DLY04404
FL12029,DLY04405
FL12030,DLY04406
FL12033,DLY04407
FL12040,DLY04408
FL12042,DLY04409
FL12054,DLY04410
FL12058,DLY04411
FL12063,DLY04412
FL12064,DLY04413
FL12066,DLY04414
FL12068,DLY04415
FL12069,DLY04416
FL12070,DLY04417
FL12074,DLY04418
FL12075,DLY04419
FL12076,DLY04420
FL12077,DLY04421
FL12079,DLY04422
FL12081,DLY04423
FL12082,DLY04424
FL12083,DLY04425
FL12085,DLY04426
FL12090,DLY04427
FL12095,DLY04428
FL12098,DLY04429
FL12100,DLY04430
FL12105,DLY04431
FL12110,DLY04432
FL12111,DLY04433
FL12112,DLY04434
FL12121,DLY04435
FL12125,DLY04436
FL12128,DLY04437
FL12134,DLY04438
FL12138,DLY04439
FL12141,DLY04440
FL12144,DLY04441
FL12146,DLY04442
FL12147,DLY04443
FL12148,DLY04444
FL12150,DLY04445
FL12159,DLY04446
FL12167,DLY04447
FL12169,DLY04448
FL12170,DLY04449
FL12173,DLY04450
FL12174,DLY04451
FL12175,DLY04452
FL12177,DLY04453
FL12181,DLY04454
FL12186,DLY04455
FL12190,DLY04456
FL12192,DLY04457
FL12195,DLY04458
FL12196,DLY04459
FL12197,DLY04460
FL12200,DLY04461
FL12203,DLY04462
FL12206,DLY04463
FL12214,DLY04464
FL12216,DLY04465
FL12218,DLY04466
FL12221,DLY04467
FL12224,DLY04468
FL12226,DLY04469
FL12228,DLY04470
FL12229,DLY04471
FL12230,DLY04472
FL12234,DLY04473
FL12245,DLY04474
FL12247,DLY04475
FL12248,DLY04476
FL12252,DLY04477
FL12257,DLY04478
FL12258,DLY04479
FL12259,DLY04480
FL12261,DLY04481
FL12266,DLY04482
FL12268,DLY04483
FL12271,DLY04484
FL12275,DLY04485
FL12277,DLY04486
FL12278,DLY04487
FL12281,DLY04488
FL12288,DLY04489
FL12289,DLY04490
FL12290,DLY04491
FL12291,DLY04492
FL12292,DLY04493
FL12302,DLY04494
FL12304,DLY04495
FL12319,DLY04496
FL12320,DLY04497
FL12322,DLY04498
FL12328,DLY04499
FL12331,DLY04500
FL12333,DLY04501
FL12335,DLY04502
FL12337,DLY04503
FL12338,DLY04504
FL12340,DLY04505
FL12347,DLY04506
FL12349,DLY04507
FL12350,DLY04508
FL12359,DLY04509
FL12360,DLY04510
FL12365,DLY04511
FL12367,DLY04512
FL12368,DLY04513
FL12371,DLY04514
FL12373,DLY04515
FL12384,DLY04516
FL12393,DLY04517
FL12395,DLY04518
FL12397,DLY04519
FL12398,DLY04520
FL12399,DLY04521
FL12403,DLY04522
FL12414,DLY04523
FL12416,DLY04524
FL12417,DLY04525
FL12426,DLY04526
FL12431,DLY04527
FL12435,DLY04528
FL12436,DLY04529
FL12440,DLY04530
FL12448,DLY04531
FL12461,DLY04532
FL12468,DLY04533
FL12471,DLY04534
FL12475,DLY04535
FL12477,DLY04536
FL12480,DLY04537
FL12482,DLY04538
FL12484,DLY04539
FL12491,DLY04540
FL12492,DLY04541
FL12494,DLY04542
FL12495,DLY04543
FL12498,DLY04544
FL12508,DLY04545
FL12511,DLY04546
FL12521,DLY04547
FL12524,DLY04548
FL12529,DLY04549
FL12531,DLY04550
FL12532,DLY04551
FL12533,DLY04552
FL12536,DLY04553
FL12539,DLY04554
FL12546,DLY04555
FL12547,DLY04556
FL12549,DLY04557
FL12551,DLY04558
FL12552,DLY04559
FL12554,DLY04560
FL12558,DLY04561
FL12560,DLY04562
FL12562,DLY04563
FL12565,DLY04564
FL12566,DLY04565
FL12569,DLY04566
FL12573,DLY04567
FL12574,DLY04568
FL12575,DLY04569
FL12580,DLY04570
FL12581,DLY04571
FL12585,DLY04572
FL12586,DLY04573
FL12587,DLY04574
FL12595,DLY04575
FL12596,DLY04576
FL12597,DLY04577
FL12598,DLY04578
FL12603,DLY04579
FL12604,DLY04580
FL12606,DLY04581
FL12607,DLY04582
FL12609,DLY04583
FL12611,DLY04584
FL12612,DLY04585
FL12625,DLY04586
FL12628,DLY04587
FL12630,DLY04588
FL12637,DLY04589
FL12639,DLY04590
FL12648,DLY04591
FL12649,DLY04592
FL12651,DLY04593
FL12654,DLY04594
FL12657,DLY04595
FL12658,DLY04596
FL12659,DLY04597
FL12669,DLY04598
FL12670,DLY04599
FL12672,DLY04600
FL12673,DLY04601
FL12678,DLY04602
FL12680,DLY04603
FL12683,DLY04604
FL12686,DLY04605
FL12690,DLY04606
FL12691,DLY04607
FL12694,DLY04608
FL12695,DLY04609
FL12698,DLY04610
FL12700,DLY04611
FL12706,DLY04612
FL12707,DLY04613
FL12715,DLY04614
FL12719,DLY04615
FL12720,DLY04616
FL12723,DLY04617
FL12726,DLY04618
FL12727,DLY04619
FL12729,DLY04620
FL12731,DLY04621
FL12732,DLY04622
FL12736,DLY04623
FL12740,DLY04624
FL12741,DLY04625
FL12745,DLY04626
FL12747,DLY04627
FL12748,DLY04628
FL12750,DLY04629
FL12753,DLY04630
FL12754,DLY04631
FL12755,DLY04632
FL12759,DLY04633
FL12760,DLY04634
FL12762,DLY04635
FL12766,DLY04636
FL12768,DLY04637
FL12770,DLY04638
FL12771,DLY04639
FL12773,DLY04640
FL12778,DLY04641
FL12780,DLY04642
FL12787,DLY04643
FL12789,DLY04644
FL12793,DLY04645
FL12794,DLY04646
FL12800,DLY04647
FL12804,DLY04648
FL12805,DLY04649
FL12808,DLY04650
FL12809,DLY04651
FL12810,DLY04652
FL12813,DLY04653
FL12815,DLY04654
FL12816,DLY04655
FL12819,DLY04656
FL12822,DLY04657
FL12832,DLY04658
FL12833,DLY04659
FL12835,DLY04660
FL12836,DLY04661
FL12837,DLY04662
FL12838,DLY04663
FL12841,DLY04664
FL12846,DLY04665
FL12847,DLY04666
FL12848,DLY04667
FL12849,DLY04668
FL12853,DLY04669
FL12854,DLY04670
FL12858,DLY04671
FL12859,DLY04672
FL12861,DLY04673
FL12862,DLY04674
FL12863,DLY04675
FL12865,DLY04676
FL12866,DLY04677
FL12869,DLY04678
FL12871,DLY04679
FL12873,DLY04680
FL12874,DLY04681
FL12876,DLY04682
FL12877,DLY04683
FL12878,DLY04684
FL12881,DLY04685
FL12882,DLY04686
FL12885,DLY04687
FL12889,DLY04688
FL12891,DLY04689
FL12892,DLY04690
FL12897,DLY04691
FL12900,DLY04692
FL12903,DLY04693
FL12904,DLY04694
FL12905,DLY04695
FL12908,DLY04696
FL12914,DLY04697
FL12918,DLY04698
FL12922,DLY04699
FL12928,DLY04700
FL12929,DLY04701
FL12931,DLY04702
FL12932,DLY04703
FL12934,DLY04704
FL12939,DLY04705
FL12944,DLY04706
FL12946,DLY04707
FL12947,DLY04708
FL12950,DLY04709
FL12956,DLY04710
FL12957,DLY04711
FL12960,DLY04712
FL12962,DLY04713
FL12965,DLY04714
FL12966,DLY04715
FL12967,DLY04716
FL12970,DLY04717
FL12972,DLY04718
FL12974,DLY04719
FL12975,DLY04720
FL12976,DLY04721
FL12978,DLY04722
FL12979,DLY04723
FL12980,DLY04724
FL12982,DLY04725
FL12983,DLY04726
FL12986,DLY04727
FL12988,DLY04728
FL12997,DLY04729
FL13001,DLY04730
FL13003,DLY04731
FL13007,DLY04732
FL13009,DLY04733
FL13013,DLY04734
FL13021,DLY04735
FL13022,DLY04736
FL13023,DLY04737
FL13027,DLY04738
FL13029,DLY04739
FL13031,DLY04740
FL13032,DLY04741
FL13042,DLY04742
FL13043,DLY04743
FL13044,DLY04744
FL13054,DLY04745
FL13059,DLY04746
FL13063,DLY04747
FL13064,DLY04748
FL13066,DLY04749
FL13069,DLY04750
FL13075,DLY04751
FL13086,DLY04752
FL13087,DLY04753
FL13089,DLY04754
FL13096,DLY04755
FL13098,DLY04756
FL13099,DLY04757
FL13104,DLY04758
FL13107,DLY04759
FL13116,DLY04760
FL13120,DLY04761
FL13123,DLY04762
FL13127,DLY04763
FL13133,DLY04764
FL13138,DLY04765
FL13139,DLY04766
FL13140,DLY04767
FL13144,DLY04768
FL13148,DLY04769
FL13149,DLY04770
FL13150,DLY04771
FL13151,DLY04772
FL13156,DLY04773
FL13157,DLY04774
FL13164,DLY04775
FL13169,DLY04776
FL13173,DLY04777
FL13176,DLY04778
FL13182,DLY04779
FL13183,DLY04780
FL13189,DLY04781
FL13193,DLY04782
FL13195,DLY04783
FL13198,DLY04784
FL13205,DLY04785
FL13209,DLY04786
FL13213,DLY04787
FL13216,DLY04788
FL13218,DLY04789
FL13222,DLY04790
FL13225,DLY04791
FL13228,DLY04792
FL13230,DLY04793
FL13234,DLY04794
FL13237,DLY04795
FL13239,DLY04796
FL13241,DLY04797
FL13242,DLY04798
FL13249,DLY04799
FL13250,DLY04800
FL13254,DLY04801
FL13261,DLY04802
FL13268,DLY04803
FL13272,DLY04804
FL13273,DLY04805
FL13278,DLY04806
FL13279,DLY04807
FL13280,DLY04808
FL13287,DLY04809
FL13289,DLY04810
FL13290,DLY04811
FL13292,DLY04812
FL13293,DLY04813
FL13295,DLY04814
FL13296,DLY04815
FL13298,DLY04816
FL13299,DLY04817
FL13305,DLY04818
FL13309,DLY04819
FL13321,DLY04820
FL13338,DLY04821
FL13346,DLY04822
FL13349,DLY04823
FL13350,DLY04824
FL13351,DLY04825
FL13363,DLY04826
FL13367,DLY04827
FL13371,DLY04828
FL13372,DLY04829
FL13373,DLY04830
FL13374,DLY04831
FL13375,DLY04832
FL13377,DLY04833
FL13380,DLY04834
FL13382,DLY04835
FL13385,DLY04836
FL13391,DLY04837
FL13393,DLY04838
FL13394,DLY04839
FL13395,DLY04840
FL13396,DLY04841
FL13397,DLY04842
FL13403,DLY04843
FL13405,DLY04844
FL13408,DLY04845
FL13410,DLY04846
FL13411,DLY04847
FL13412,DLY04848
FL13413,DLY04849
FL13416,DLY04850
FL13418,DLY04851
FL13419,DLY04852
FL13423,DLY04853
FL13425,DLY04854
FL13431,DLY04855
FL13432,DLY04856
FL13433,DLY04857
FL13436,DLY04858
FL13439,DLY04859
FL13441,DLY04860
FL13444,DLY04861
FL13448,DLY04862
FL13450,DLY04863
FL13453,DLY04864
FL13456,DLY04865
FL13457,DLY04866
FL13458,DLY04867
FL13459,DLY04868
FL13461,DLY04869
FL13462,DLY04870
FL13466,DLY04871
FL13468,DLY04872
FL13470,DLY04873
FL13472,DLY04874
FL13474,DLY04875
FL13477,DLY04876
FL13478,DLY04877
FL13480,DLY04878
FL13485,DLY04879
FL13486,DLY04880
FL13491,DLY04881
FL13493,DLY04882
FL13496,DLY04883
FL13498,DLY04884
FL13499,DLY04885
FL13500,DLY04886
FL13502,DLY04887
FL13503,DLY04888
FL13507,DLY04889
FL13509,DLY04890
FL13510,DLY04891
FL13514,DLY04892
FL13515,DLY04893
FL13516,DLY04894
FL13518,DLY04895
FL13521,DLY04896
FL13522,DLY04897
FL13524,DLY04898
FL13525,DLY04899
FL13526,DLY04900
FL13527,DLY04901
FL13530,DLY04902
FL13533,DLY04903
FL13534,DLY04904
FL13537,DLY04905
FL13538,DLY04906
FL13540,DLY04907
FL13545,DLY04908
FL13547,DLY04909
FL13549,DLY04910
FL13550,DLY04911
FL13551,DLY04912
FL13553,DLY04913
FL13554,DLY04914
FL13557,DLY04915
FL13558,DLY04916
FL13560,DLY04917
FL13562,DLY04918
FL13563,DLY04919
FL13564,DLY04920
FL13566,DLY04921
FL13568,DLY04922
FL13569,DLY04923
FL13575,DLY04924
FL13576,DLY04925
FL13577,DLY04926
FL13578,DLY04927
FL13579,DLY04928
FL13582,DLY04929
FL13583,DLY04930
FL13589,DLY04931
FL13594,DLY04932
FL13597,DLY04933
FL13601,DLY04934
FL13604,DLY04935
FL13605,DLY04936
FL13610,DLY04937
FL13611,DLY04938
FL13615,DLY04939
FL13621,DLY04940
FL13623,DLY04941
FL13628,DLY04942
FL13629,DLY04943
FL13630,DLY04944
FL13631,DLY04945
FL13632,DLY04946
FL13633,DLY04947
FL13636,DLY04948
FL13637,DLY04949
FL13638,DLY04950
FL13639,DLY04951
FL13643,DLY04952
FL13646,DLY04953
FL13647,DLY04954
FL13648,DLY04955
FL13649,DLY04956
FL13651,DLY04957
FL13652,DLY04958
FL13657,DLY04959
FL13658,DLY04960
FL13662,DLY04961
FL13666,DLY04962
FL13669,DLY04963
FL13672,DLY04964
FL13674,DLY04965
FL13675,DLY04966
FL13676,DLY04967
FL13687,DLY04968
FL13690,DLY04969
FL13693,DLY04970
FL13696,DLY04971
FL13699,DLY04972
FL13701,DLY04973
FL13703,DLY04974
FL13705,DLY04975
FL13707,DLY04976
FL13717,DLY04977
FL13718,DLY04978
FL13721,DLY04979
FL13724,DLY04980
FL13727,DLY04981
FL13728,DLY04982
FL13729,DLY04983
FL13733,DLY04984
FL13736,DLY04985
FL13737,DLY04986
FL13739,DLY04987
FL13745,DLY04988
FL13746,DLY04989
FL13748,DLY04990
FL13752,DLY04991
FL13756,DLY04992
FL13760,DLY04993
FL13761,DLY04994
FL13762,DLY04995
FL13763,DLY04996
FL13768,DLY04997
FL13769,DLY04998
FL13770,DLY04999
FL13774,DLY05000
FL13775,DLY05001
FL13778,DLY05002
FL13785,DLY05003
FL13787,DLY05004
FL13796,DLY05005
FL13807,DLY05006
FL13811,DLY05007
FL13814,DLY05008
FL13819,DLY05009
FL13825,DLY05010
FL13828,DLY05011
FL13829,DLY05012
FL13830,DLY05013
FL13831,DLY05014
FL13833,DLY05015
FL13835,DLY05016
FL13841,DLY05017
FL13842,DLY05018
FL13844,DLY05019
FL13846,DLY05020
FL13848,DLY05021
FL13852,DLY05022
FL13855,DLY05023
FL13857,DLY05024
FL13863,DLY05025
FL13865,DLY05026
FL13874,DLY05027
FL13878,DLY05028
FL13880,DLY05029
FL13883,DLY05030
FL13886,DLY05031
FL13889,DLY05032
FL13890,DLY05033
FL13895,DLY05034
FL13897,DLY05035
FL13901,DLY05036
FL13909,DLY05037
FL13912,DLY05038
FL13915,DLY05039
FL13918,DLY05040
FL13923,DLY05041
FL13926,DLY05042
FL13927,DLY05043
FL13934,DLY05044
FL13938,DLY05045
FL13943,DLY05046
FL13944,DLY05047
FL13950,DLY05048
FL13951,DLY05049
FL13952,DLY05050
FL13953,DLY05051
FL13961,DLY05052
FL13967,DLY05053
FL13972,DLY05054
FL13978,DLY05055
FL13981,DLY05056
FL13982,DLY05057
FL13985,DLY05058
FL13987,DLY05059
FL13988,DLY05060
FL13991,DLY05061
FL13995,DLY05062
FL14000,DLY05063
FL14006,DLY05064
FL14009,DLY05065
FL14013,DLY05066
FL14017,DLY05067
FL14019,DLY05068
FL14023,DLY05069
FL14024,DLY05070
FL14027,DLY05071
FL14031,DLY05072
FL14034,DLY05073
FL14037,DLY05074
FL14038,DLY05075
FL14043,DLY05076
FL14046,DLY05077
FL14048,DLY05078
FL14056,DLY05079
FL14057,DLY05080
FL14061,DLY05081
FL14064,DLY05082
FL14067,DLY05083
FL14071,DLY05084
FL14076,DLY05085
FL14077,DLY05086
FL14085,DLY05087
FL14092,DLY05088
FL14093,DLY05089
FL14097,DLY05090
FL14112,DLY05091
FL14114,DLY05092
FL14115,DLY05093
FL14127,DLY05094
FL14130,DLY05095
FL14132,DLY05096
FL14135,DLY05097
FL14136,DLY05098
FL14138,DLY05099
FL14140,DLY05100
FL14142,DLY05101
FL14144,DLY05102
FL14159,DLY05103
FL14162,DLY05104
FL14164,DLY05105
FL14167,DLY05106
FL14170,DLY05107
FL14173,DLY05108
FL14174,DLY05109
FL14179,DLY05110
FL14183,DLY05111
FL14184,DLY05112
FL14185,DLY05113
FL14187,DLY05114
FL14193,DLY05115
FL14198,DLY05116
FL14199,DLY05117
FL14201,DLY05118
FL14204,DLY05119
FL14205,DLY05120
FL14207,DLY05121
FL14208,DLY05122
FL14210,DLY05123
FL14214,DLY05124
FL14216,DLY05125
FL14219,DLY05126
FL14220,DLY05127
FL14221,DLY05128
FL14222,DLY05129
FL14225,DLY05130
FL14226,DLY05131
FL14229,DLY05132
FL14230,DLY05133
FL14233,DLY05134
FL14235,DLY05135
FL14236,DLY05136
FL14238,DLY05137
FL14241,DLY05138
FL14244,DLY05139
FL14245,DLY05140
FL14249,DLY05141
FL14252,DLY05142
FL14253,DLY05143
FL14257,DLY05144
FL14261,DLY05145
FL14265,DLY05146
FL14266,DLY05147
FL14277,DLY05148
FL14278,DLY05149
FL14280,DLY05150
FL14281,DLY05151
FL14283,DLY05152
FL14287,DLY05153
FL14290,DLY05154
FL14292,DLY05155
FL14296,DLY05156
FL14302,DLY05157
FL14303,DLY05158
FL14306,DLY05159
FL14307,DLY05160
FL14312,DLY05161
FL14314,DLY05162
FL14318,DLY05163
FL14319,DLY05164
FL14320,DLY05165
FL14322,DLY05166
FL14324,DLY05167
FL14328,DLY05168
FL14330,DLY05169
FL14332,DLY05170
FL14334,DLY05171
FL14337,DLY05172
FL14341,DLY05173
FL14343,DLY05174
FL14351,DLY05175
FL14354,DLY05176
FL14356,DLY05177
FL14357,DLY05178
FL14358,DLY05179
FL14359,DLY05180
FL14362,DLY05181
FL14366,DLY05182
FL14369,DLY05183
FL14370,DLY05184
FL14372,DLY05185
FL14374,DLY05186
FL14375,DLY05187
FL14376,DLY05188
FL14378,DLY05189
FL14384,DLY05190
FL14387,DLY05191
FL14390,DLY05192
FL14393,DLY05193
FL14394,DLY05194
FL14395,DLY05195
FL14396,DLY05196
FL14397,DLY05197
FL14401,DLY05198
FL14409,DLY05199
FL14410,DLY05200
FL14415,DLY05201
FL14416,DLY05202
FL14417,DLY05203
FL14420,DLY05204
FL14423,DLY05205
FL14424,DLY05206
FL14428,DLY05207
FL14430,DLY05208
FL14433,DLY05209
FL14437,DLY05210
FL14439,DLY05211
FL14448,DLY05212
FL14450,DLY05213
FL14466,DLY05214
FL14467,DLY05215
FL14481,DLY05216
FL14482,DLY05217
FL14483,DLY05218
FL14493,DLY05219
FL14500,DLY05220
FL14501,DLY05221
FL14504,DLY05222
FL14508,DLY05223
FL14509,DLY05224
FL14512,DLY05225
FL14514,DLY05226
FL14517,DLY05227
FL14521,DLY05228
FL14526,DLY05229
FL14528,DLY05230
FL14529,DLY05231
FL14532,DLY05232
FL14536,DLY05233
FL14538,DLY05234
FL14539,DLY05235
FL14542,DLY05236
FL14544,DLY05237
FL14550,DLY05238
FL14555,DLY05239
FL14561,DLY05240
FL14562,DLY05241
FL14564,DLY05242
FL14569,DLY05243
FL14570,DLY05244
FL14578,DLY05245
FL14580,DLY05246
FL14586,DLY05247
FL14587,DLY05248
FL14589,DLY05249
FL14592,DLY05250
FL14601,DLY05251
FL14604,DLY05252
FL14605,DLY05253
FL14607,DLY05254
FL14609,DLY05255
FL14610,DLY05256
FL14620,DLY05257
FL14622,DLY05258
FL14623,DLY05259
FL14624,DLY05260
FL14625,DLY05261
FL14627,DLY05262
FL14629,DLY05263
FL14630,DLY05264
FL14632,DLY05265
FL14635,DLY05266
FL14636,DLY05267
FL14639,DLY05268
FL14640,DLY05269
FL14644,DLY05270
FL14645,DLY05271
FL14648,DLY05272
FL14650,DLY05273
FL14652,DLY05274
FL14653,DLY05275
FL14657,DLY05276
FL14663,DLY05277
FL14669,DLY05278
FL14670,DLY05279
FL14671,DLY05280
FL14672,DLY05281
FL14674,DLY05282
FL14675,DLY05283
FL14677,DLY05284
FL14681,DLY05285
FL14685,DLY05286
FL14686,DLY05287
FL14689,DLY05288
FL14690,DLY05289
FL14696,DLY05290
FL14698,DLY05291
FL14700,DLY05292
FL14701,DLY05293
FL14706,DLY05294
FL14708,DLY05295
FL14709,DLY05296
FL14717,DLY05297
FL14718,DLY05298
FL14719,DLY05299
FL14726,DLY05300
FL14730,DLY05301
FL14732,DLY05302
FL14735,DLY05303
FL14736,DLY05304
FL14739,DLY05305
FL14740,DLY05306
FL14741,DLY05307
FL14743,DLY05308
FL14745,DLY05309
FL14747,DLY05310
FL14749,DLY05311
FL14750,DLY05312
FL14752,DLY05313
FL14754,DLY05314
FL14760,DLY05315
FL14762,DLY05316
FL14763,DLY05317
FL14767,DLY05318
FL14768,DLY05319
FL14769,DLY05320
FL14775,DLY05321
FL14776,DLY05322
FL14777,DLY05323
FL14779,DLY05324
FL14780,DLY05325
FL14785,DLY05326
FL14787,DLY05327
FL14788,DLY05328
FL14792,DLY05329
FL14797,DLY05330
FL14802,DLY05331
FL14807,DLY05332
FL14812,DLY05333
FL14813,DLY05334
FL14814,DLY05335
FL14818,DLY05336
FL14819,DLY05337
FL14823,DLY05338
FL14824,DLY05339
FL14826,DLY05340
FL14831,DLY05341
FL14837,DLY05342
FL14838,DLY05343
FL14839,DLY05344
FL14846,DLY05345
FL14847,DLY05346
FL14848,DLY05347
FL14853,DLY05348
FL14858,DLY05349
FL14859,DLY05350
FL14860,DLY05351
FL14863,DLY05352
FL14864,DLY05353
FL14866,DLY05354
FL14867,DLY05355
FL14873,DLY05356
FL14877,DLY05357
FL14879,DLY05358
FL14881,DLY05359
FL14882,DLY05360
FL14883,DLY05361
FL14884,DLY05362
FL14885,DLY05363
FL14886,DLY05364
FL14889,DLY05365
FL14894,DLY05366
FL14895,DLY05367
FL14902,DLY05368
FL14912,DLY05369
FL14917,DLY05370
FL14918,DLY05371
FL14920,DLY05372
FL14921,DLY05373
FL14923,DLY05374
FL14928,DLY05375
FL14931,DLY05376
FL14935,DLY05377
FL14938,DLY05378
FL14942,DLY05379
FL14951,DLY05380
FL14954,DLY05381
FL14955,DLY05382
FL14958,DLY05383
FL14961,DLY05384
FL14966,DLY05385
FL14970,DLY05386
FL14974,DLY05387
FL14975,DLY05388
FL14976,DLY05389
FL14979,DLY05390
FL14980,DLY05391
FL14981,DLY05392
FL14982,DLY05393
FL14983,DLY05394
FL14985,DLY05395
FL14987,DLY05396
FL14990,DLY05397
FL14994,DLY05398
FL14995,DLY05399
FL14996,DLY05400
FL14998,DLY05401
FL14999,DLY05402
FL15001,DLY05403
FL15003,DLY05404
FL15009,DLY05405
FL15012,DLY05406
FL15016,DLY05407
FL15017,DLY05408
FL15018,DLY05409
FL15019,DLY05410
FL15021,DLY05411
FL15022,DLY05412
FL15023,DLY05413
FL15026,DLY05414
FL15027,DLY05415
FL15029,DLY05416
FL15038,DLY05417
FL15039,DLY05418
FL15040,DLY05419
FL15046,DLY05420
FL15047,DLY05421
FL15050,DLY05422
FL15055,DLY05423
FL15060,DLY05424
FL15062,DLY05425
FL15066,DLY05426
FL15067,DLY05427
FL15068,DLY05428
FL15070,DLY05429
FL15072,DLY05430
FL15073,DLY05431
FL15074,DLY05432
FL15077,DLY05433
FL15080,DLY05434
FL15081,DLY05435
FL15084,DLY05436
FL15085,DLY05437
FL15086,DLY05438
FL15087,DLY05439
FL15090,DLY05440
FL15091,DLY05441
FL15093,DLY05442
FL15094,DLY05443
FL15097,DLY05444
FL15098,DLY05445
FL15100,DLY05446
FL15101,DLY05447
FL15102,DLY05448
FL15105,DLY05449
FL15106,DLY05450
FL15108,DLY05451
FL15109,DLY05452
FL15111,DLY05453
FL15112,DLY05454
FL15113,DLY05455
FL15115,DLY05456
FL15116,DLY05457
FL15117,DLY05458
FL15118,DLY05459
FL15120,DLY05460
FL15124,DLY05461
FL15125,DLY05462
FL15128,DLY05463
FL15131,DLY05464
FL15132,DLY05465
FL15133,DLY05466
FL15134,DLY05467
FL15135,DLY05468
FL15138,DLY05469
FL15139,DLY05470
FL15140,DLY05471
FL15142,DLY05472
FL15143,DLY05473
FL15146,DLY05474
FL15148,DLY05475
FL15149,DLY05476
FL15151,DLY05477
FL15152,DLY05478
FL15155,DLY05479
FL15158,DLY05480
FL15160,DLY05481
FL15161,DLY05482
FL15162,DLY05483
FL15164,DLY05484
FL15165,DLY05485
FL15167,DLY05486
FL15168,DLY05487
FL15170,DLY05488
FL15171,DLY05489
FL15172,DLY05490
FL15173,DLY05491
FL15174,DLY05492
FL15175,DLY05493
FL15177,DLY05494
FL15178,DLY05495
FL15180,DLY05496
FL15183,DLY05497
FL15184,DLY05498
FL15187,DLY05499
FL15189,DLY05500
FL15193,DLY05501
FL15195,DLY05502
FL15199,DLY05503
FL15200,DLY05504
FL15201,DLY05505
FL15202,DLY05506
FL15203,DLY05507
FL15206,DLY05508
FL15214,DLY05509
FL15220,DLY05510
FL15221,DLY05511
FL15224,DLY05512
FL15225,DLY05513
FL15231,DLY05514
FL15232,DLY05515
FL15233,DLY05516
FL15234,DLY05517
FL15235,DLY05518
FL15240,DLY05519
FL15241,DLY05520
FL15242,DLY05521
FL15243,DLY05522
FL15244,DLY05523
FL15248,DLY05524
FL15249,DLY05525
FL15250,DLY05526
FL15251,DLY05527
FL15255,DLY05528
FL15256,DLY05529
FL15257,DLY05530
FL15258,DLY05531
FL15259,DLY05532
FL15260,DLY05533
FL15262,DLY05534
FL15263,DLY05535
FL15264,DLY05536
FL15265,DLY05537
FL15267,DLY05538
FL15268,DLY05539
FL15274,DLY05540
FL15275,DLY05541
FL15277,DLY05542
FL15278,DLY05543
FL15280,DLY05544
FL15283,DLY05545
FL15285,DLY05546
FL15287,DLY05547
FL15288,DLY05548
FL15292,DLY05549
FL15293,DLY05550
FL15296,DLY05551
FL15298,DLY05552
FL15299,DLY05553
FL15300,DLY05554
FL15303,DLY05555
FL15305,DLY05556
FL15307,DLY05557
FL15310,DLY05558
FL15311,DLY05559
FL15312,DLY05560
FL15313,DLY05561
FL15316,DLY05562
FL15319,DLY05563
FL15320,DLY05564
FL15322,DLY05565
FL15323,DLY05566
FL15328,DLY05567
FL15329,DLY05568
FL15335,DLY05569
FL15338,DLY05570
FL15339,DLY05571
FL15341,DLY05572
FL15342,DLY05573
FL15345,DLY05574
FL15346,DLY05575
FL15347,DLY05576
FL15350,DLY05577
FL15351,DLY05578
FL15357,DLY05579
FL15359,DLY05580
FL15361,DLY05581
FL15362,DLY05582
FL15363,DLY05583
FL15364,DLY05584
FL15366,DLY05585
FL15368,DLY05586
FL15370,DLY05587
FL15371,DLY05588
FL15374,DLY05589
FL15375,DLY05590
FL15378,DLY05591
FL15379,DLY05592
FL15381,DLY05593
FL15386,DLY05594
FL15388,DLY05595
FL15389,DLY05596
FL15390,DLY05597
FL15393,DLY05598
FL15394,DLY05599
FL15396,DLY05600
FL15398,DLY05601
FL15400,DLY05602
FL15403,DLY05603
FL15407,DLY05604
FL15412,DLY05605
FL15413,DLY05606
FL15414,DLY05607
FL15415,DLY05608
FL15416,DLY05609
FL15418,DLY05610
FL15420,DLY05611
FL15422,DLY05612
FL15427,DLY05613
FL15430,DLY05614
FL15431,DLY05615
FL15432,DLY05616
FL15433,DLY05617
FL15435,DLY05618
FL15438,DLY05619
FL15441,DLY05620
FL15442,DLY05621
FL15443,DLY05622
FL15444,DLY05623
FL15447,DLY05624
FL15449,DLY05625
FL15450,DLY05626
FL15452,DLY05627
FL15454,DLY05628
FL15459,DLY05629
