:ID(Delay),cause,minutes
DLY05086,NAS,77
DLY05087,NAS,80
DLY05088,Carrier,21
DLY05089,Weather,108
DLY05090,Weather,173
DLY05091,Maintenance,87
DLY05092,NAS,83
DLY05093,Carrier,50
DLY05094,Weather,93
DLY05095,NAS,21
DLY05096,Maintenance,192
DLY05097,Carrier,51
DLY05098,NAS,56
DLY05099,Carrier,51
DLY05100,Maintenance,192
DLY05101,Maintenance,212
DLY05102,Weather,48
DLY05103,NAS,71
DLY05104,Weather,45
DLY05105,Carrier,14
DLY05106,Maintenance,194
DLY05107,NAS,74
DLY05108,Maintenance,213
DLY05109,Weather,125
DLY05110,Carrier,11
DLY05111,Maintenance,58
DLY05112,Carrier,27
DLY05113,NAS,31
DLY05114,Maintenance,131
DLY05115,Maintenance,144
DLY05116,Weather,158
DLY05117,Maintenance,239
DLY05118,Maintenance,47
DLY05119,Weather,53
DLY05120,Maintenance,134
DLY05121,NAS,84
DLY05122,Weather,22
DLY05123,Weather,170
DLY05124,Maintenance,83
DLY05125,Weather,169
DLY05126,Maintenance,90
DLY05127,NAS,22
DLY05128,NAS,37
DLY05129,Weather,25
DLY05130,NAS,55
DLY05131,NAS,70
DLY05132,NAS,49
DLY05133,Maintenance,187
DLY05134,Maintenance,155
DLY05135,NAS,41
DLY05136,Weather,90
DLY05137,Weather,136
DLY05138,Weather,159
DLY05139,Weather,22
DLY05140,Weather,74
DLY05141,Weather,77
DLY05142,Weather,36
DLY05143,Weather,30
DLY05144,Carrier,29
DLY05145,Maintenance,139
DLY05146,Weather,103
DLY05147,Weather,180
DLY05148,Carrier,57
DLY05149,NAS,24
DLY05150,Weather,82
DLY05151,Weather,101
DLY05152,Weather,95
DLY05153,Maintenance,49
DLY05154,Maintenance,192
DLY05155,Weather,134
DLY05156,Weather,167
DLY05157,Maintenance,202
DLY05158,Carrier,18
DLY05159,Maintenance,191
DLY05160,Maintenance,61
DLY05161,NAS,70
DLY05162,Weather,76
DLY05163,Carrier,30
DLY05164,NAS,84
DLY05165,Carrier,33
DLY05166,Weather,52
DLY05167,NAS,29
DLY05168,Maintenance,35
DLY05169,Maintenance,71
DLY05170,Weather,118
DLY05171,Weather,28
DLY05172,Weather,67
DLY05173,Maintenance,127
DLY05174,Maintenance,43
DLY05175,Weather,45
DLY05176,Weather,109
DLY05177,Maintenance,134
DLY05178,Maintenance,110
DLY05179,NAS,69
DLY05180,Weather,162
DLY05181,NAS,42
DLY05182,Weather,73
DLY05183,Weather,148
DLY05184,Maintenance,153
DLY05185,NAS,51
DLY05186,NAS,75
DLY05187,NAS,54
DLY05188,Carrier,37
DLY05189,Carrier,54
DLY05190,NAS,59
DLY05191,NAS,50
DLY05192,Weather,169
DLY05193,NAS,41
DLY05194,Maintenance,98
DLY05195,Carrier,30
DLY05196,Weather,146
DLY05197,Maintenance,100
DLY05198,Carrier,29
DLY05199,Maintenance,112
DLY05200,Carrier,12
DLY05201,Carrier,35
DLY05202,Maintenance,215
DLY05203,Maintenance,64
DLY05204,NAS,18
DLY05205,Carrier,44
DLY05206,Weather,41
DLY05207,Carrier,18
DLY05208,NAS,53
DLY05209,Carrier,57
DLY05210,Maintenance,234
DLY05211,NAS,63
DLY05212,NAS,39
DLY05213,Weather,76
DLY05214,NAS,76
DLY05215,Weather,70
DLY05216,NAS,39
DLY05217,Maintenance,69
DLY05218,Carrier,27
DLY05219,Carrier,59
DLY05220,Carrier,57
DLY05221,Carrier,18
DLY05222,Maintenance,172
DLY05223,Carrier,27
DLY05224,NAS,17
DLY05225,NAS,22
DLY05226,NAS,78
DLY05227,Carrier,26
DLY05228,Weather,78
DLY05229,NAS,87
DLY05230,NAS,52
DLY05231,Maintenance,207
DLY05232,Weather,100
DLY05233,Maintenance,210
DLY05234,NAS,45
DLY05235,Weather,38
DLY05236,NAS,75
DLY05237,NAS,67
DLY05238,Maintenance,44
DLY05239,Weather,36
DLY05240,NAS,81
DLY05241,Maintenance,87
DLY05242,Weather,33
DLY05243,Carrier,16
DLY05244,Weather,104
DLY05245,Weather,24
DLY05246,Maintenance,107
DLY05247,NAS,20
DLY05248,Carrier,53
DLY05249,NAS,56
DLY05250,Weather,71
DLY05251,Weather,125
DLY05252,Maintenance,176
DLY05253,Maintenance,214
DLY05254,Weather,51
DLY05255,Weather,119
DLY05256,NAS,29
DLY05257,Maintenance,160
DLY05258,Weather,93
DLY05259,NAS,25
DLY05260,Maintenance,99
DLY05261,Maintenance,216
DLY05262,Weather,99
DLY05263,Maintenance,116
DLY05264,Maintenance,127
DLY05265,Carrier,12
DLY05266,Weather,119
DLY05267,NAS,51
DLY05268,NAS,83
DLY05269,Weather,46
DLY05270,Weather,131
DLY05271,Maintenance,176
DLY05272,Carrier,22
DLY05273,NAS,38
DLY05274,Maintenance,154
DLY05275,Weather,108
DLY05276,Weather,90
DLY05277,Carrier,52
DLY05278,Carrier,57
DLY05279,Weather,62
DLY05280,Weather,158
DLY05281,Weather,48
DLY05282,Maintenance,103
DLY05283,NAS,50
DLY05284,Weather,56
DLY05285,Maintenance,150
DLY05286,Weather,123
DLY05287,Maintenance,135
DLY05288,Carrier,12
DLY05289,Weather,152
DLY05290,Weather,119
DLY05291,NAS,28
DLY05292,NAS,79
DLY05293,Maintenance,104
DLY05294,Carrier,11
DLY05295,Maintenance,215
DLY05296,Weather,23
DLY05297,Maintenance,212
DLY05298,Weather,25
DLY05299,NAS,49
DLY05300,Maintenance,157
DLY05301,Carrier,46
DLY05302,Weather,106
DLY05303,Maintenance,206
DLY05304,Weather,102
DLY05305,Maintenance,51
DLY05306,Carrier,56
DLY05307,Maintenance,169
DLY05308,Maintenance,203
DLY05309,Weather,180
DLY05310,Maintenance,139
DLY05311,NAS,47
DLY05312,Maintenance,159
DLY05313,Maintenance,38
DLY05314,Maintenance,48
DLY05315,Maintenance,160
DLY05316,Maintenance,67
DLY05317,Weather,134
DLY05318,Weather,149
DLY05319,NAS,77
DLY05320,Carrier,26
DLY05321,Carrier,19
DLY05322,Weather,148
DLY05323,Carrier,11
DLY05324,Maintenance,169
DLY05325,NAS,68
DLY05326,Maintenance,210
DLY05327,Carrier,17
DLY05328,Maintenance,83
DLY05329,Weather,142
DLY05330,NAS,42
DLY05331,Maintenance,166
DLY05332,Weather,115
DLY05333,Weather,28
DLY05334,Weather,162
DLY05335,Weather,109
DLY05336,Weather,139
DLY05337,NAS,80
DLY05338,Weather,162
DLY05339,Carrier,46
DLY05340,NAS,16
DLY05341,Weather,96
DLY05342,NAS,83
DLY05343,Maintenance,91
DLY05344,Weather,76
DLY05345,Carrier,27
DLY05346,NAS,78
DLY05347,Weather,39
DLY05348,Weather,175
DLY05349,Maintenance,197
DLY05350,NAS,16
DLY05351,Carrier,23
DLY05352,Carrier,21
DLY05353,Carrier,52
DLY05354,Weather,51
DLY05355,Maintenance,172
DLY05356,Carrier,44
DLY05357,NAS,33
DLY05358,Maintenance,151
DLY05359,Weather,165
DLY05360,Weather,22
DLY05361,Maintenance,190
DLY05362,Maintenance,156
DLY05363,NAS,87
DLY05364,Weather,162
DLY05365,Maintenance,205
DLY05366,Maintenance,137
DLY05367,Maintenance,151
DLY05368,Maintenance,190
DLY05369,Weather,175
DLY05370,Weather,93
DLY05371,Weather,136
DLY05372,Carrier,46
DLY05373,NAS,79
DLY05374,Carrier,55
DLY05375,NAS,62
DLY05376,Carrier,20
DLY05377,Weather,91
DLY05378,Maintenance,92
DLY05379,NAS,15
DLY05380,Maintenance,144
DLY05381,Maintenance,152
DLY05382,Weather,28
DLY05383,Weather,102
DLY05384,NAS,58
DLY05385,NAS,43
DLY05386,Carrier,27
DLY05387,Maintenance,140
DLY05388,Weather,144
DLY05389,NAS,54
DLY05390,NAS,66
DLY05391,NAS,29
DLY05392,Maintenance,137
DLY05393,Weather,149
DLY05394,NAS,67
DLY05395,Carrier,55
DLY05396,Carrier,25
DLY05397,Carrier,57
DLY05398,Maintenance,111
DLY05399,Weather,90
DLY05400,Weather,49
DLY05401,Carrier,18
DLY05402,Weather,108
DLY05403,NAS,20
DLY05404,Maintenance,138
DLY05405,NAS,45
DLY05406,Weather,63
DLY05407,Maintenance,187
DLY05408,NAS,18
DLY05409,Maintenance,33
DLY05410,Carrier,45
DLY05411,Maintenance,240
DLY05412,Carrier,43
DLY05413,NAS,25
DLY05414,Maintenance,58
DLY05415,NAS,75
DLY05416,Maintenance,33
DLY05417,Maintenance,57
DLY05418,Weather,39
DLY05419,Weather,154
DLY05420,Maintenance,146
DLY05421,Maintenance,189
DLY05422,Maintenance,51
DLY05423,Carrier,48
DLY05424,Weather,77
DLY05425,Carrier,27
DLY05426,Maintenance,181
DLY05427,Carrier,59
DLY05428,Weather,93
DLY05429,Maintenance,153
DLY05430,Maintenance,217
DLY05431,NAS,25
DLY05432,Weather,163
DLY05433,Weather,88
DLY05434,Carrier,20
DLY05435,Weather,175
DLY05436,Weather,129
DLY05437,NAS,77
DLY05438,NAS,78
DLY05439,Weather,73
DLY05440,NAS,71
DLY05441,Weather,40
DLY05442,Carrier,32
DLY05443,Weather,104
DLY05444,Maintenance,66
DLY05445,Carrier,60
DLY05446,Weather,33
DLY05447,Weather,50
DLY05448,Carrier,29
DLY05449,NAS,55
DLY05450,NAS,56
DLY05451,Carrier,44
DLY05452,Weather,170
DLY05453,NAS,31
DLY05454,Carrier,57
DLY05455,Maintenance,180
DLY05456,Weather,92
DLY05457,NAS,21
DLY05458,Carrier,16
DLY05459,NAS,54
DLY05460,Carrier,19
DLY05461,Carrier,16
DLY05462,Maintenance,235
DLY05463,Maintenance,70
DLY05464,NAS,66
DLY05465,Weather,131
DLY05466,NAS,17
DLY05467,Maintenance,72
DLY05468,NAS,74
DLY05469,Weather,68
DLY05470,NAS,62
DLY05471,Carrier,25
DLY05472,NAS,69
DLY05473,Weather,110
DLY05474,Carrier,27
DLY05475,Maintenance,198
DLY05476,NAS,75
DLY05477,Maintenance,131
DLY05478,Maintenance,167
DLY05479,NAS,77
DLY05480,Maintenance,86
DLY05481,Weather,151
DLY05482,Weather,80
DLY05483,Maintenance,173
DLY05484,NAS,57
DLY05485,Carrier,22
DLY05486,Weather,82
DLY05487,Weather,49
DLY05488,Weather,81
DLY05489,Carrier,44
DLY05490,Carrier,56
DLY05491,Weather,158
DLY05492,Maintenance,110
DLY05493,Maintenance,189
DLY05494,Carrier,55
DLY05495,Carrier,47
DLY05496,Weather,156
DLY05497,Carrier,37
DLY05498,Maintenance,157
DLY05499,Maintenance,147
DLY05500,NAS,89
DLY05501,NAS,64
DLY05502,Maintenance,172
DLY05503,Weather,71
DLY05504,NAS,28
DLY05505,Carrier,39
DLY05506,Maintenance,170
DLY05507,Maintenance,175
DLY05508,Weather,87
DLY05509,Weather,138
DLY05510,Carrier,47
DLY05511,Weather,45
DLY05512,Carrier,58
DLY05513,NAS,47
DLY05514,NAS,54
DLY05515,Weather,69
DLY05516,Weather,35
DLY05517,Weather,107
DLY05518,NAS,79
DLY05519,NAS,68
DLY05520,Maintenance,168
DLY05521,Maintenance,85
DLY05522,Weather,27
DLY05523,Carrier,48
DLY05524,NAS,74
DLY05525,Weather,156
DLY05526,Carrier,55
DLY05527,Weather,131
DLY05528,Maintenance,88
DLY05529,Maintenance,236
DLY05530,Maintenance,129
DLY05531,Weather,153
DLY05532,Weather,42
DLY05533,Weather,109
DLY05534,Maintenance,102
DLY05535,NAS,24
DLY05536,Carrier,15
DLY05537,Weather,158
DLY05538,Carrier,53
DLY05539,NAS,29
DLY05540,Weather,58
DLY05541,NAS,52
DLY05542,NAS,85
DLY05543,Weather,171
DLY05544,Weather,112
DLY05545,NAS,29
DLY05546,Carrier,53
DLY05547,Weather,148
DLY05548,Weather,93
DLY05549,Weather,130
DLY05550,Carrier,54
DLY05551,Carrier,27
DLY05552,Weather,107
DLY05553,Weather,132
DLY05554,Weather,78
DLY05555,Weather,108
DLY05556,Weather,115
DLY05557,Maintenance,107
DLY05558,NAS,21
DLY05559,NAS,47
DLY05560,Carrier,36
DLY05561,Carrier,24
DLY05562,Weather,162
DLY05563,Carrier,58
DLY05564,NAS,35
DLY05565,Weather,110
DLY05566,Carrier,49
DLY05567,Maintenance,166
DLY05568,Maintenance,129
DLY05569,Carrier,18
DLY05570,Carrier,29
DLY05571,Weather,171
DLY05572,Maintenance,34
DLY05573,NAS,49
DLY05574,Weather,145
DLY05575,Carrier,13
DLY05576,Weather,29
DLY05577,Maintenance,124
DLY05578,Carrier,34
DLY05579,Weather,78
DLY05580,Carrier,25
DLY05581,Carrier,42
DLY05582,Weather,38
DLY05583,NAS,80
DLY05584,Carrier,35
DLY05585,Weather,64
DLY05586,Weather,173
DLY05587,Weather,93
DLY05588,NAS,53
DLY05589,NAS,28
DLY05590,NAS,16
DLY05591,NAS,48
DLY05592,Maintenance,58
DLY05593,Weather,37
DLY05594,Maintenance,61
DLY05595,Weather,56
DLY05596,Maintenance,233
DLY05597,Weather,164
DLY05598,Carrier,29
DLY05599,NAS,71
DLY05600,Maintenance,148
DLY05601,Maintenance,112
DLY05602,NAS,57
DLY05603,Maintenance,65
DLY05604,NAS,67
DLY05605,Maintenance,148
DLY05606,Weather,179
DLY05607,Maintenance,177
DLY05608,Weather,131
DLY05609,Weather,124
DLY05610,Maintenance,77
DLY05611,Weather,20
DLY05612,NAS,71
DLY05613,Maintenance,224
DLY05614,Weather,126
DLY05615,Weather,49
DLY05616,Maintenance,168
DLY05617,NAS,54
DLY05618,Maintenance,196
DLY05619,NAS,41
DLY05620,Weather,44
DLY05621,Maintenance,202
DLY05622,Weather,147
DLY05623,Carrier,13
DLY05624,Weather,100
DLY05625,Maintenance,150
DLY05626,NAS,77
DLY05627,Maintenance,195
DLY05628,Carrier,38
DLY05629,Weather,144
DLY05630,Maintenance,69
DLY05631,Weather,112
DLY05632,Maintenance,226
DLY05633,Carrier,60
DLY05634,Weather,157
DLY05635,NAS,16
DLY05636,NAS,31
DLY05637,Maintenance,232
DLY05638,Weather,136
DLY05639,NAS,75
DLY05640,NAS,16
DLY05641,NAS,53
DLY05642,NAS,16
DLY05643,Weather,111
DLY05644,Weather,66
DLY05645,Weather,155
DLY05646,Weather,53
DLY05647,Weather,157
DLY05648,NAS,23
DLY05649,NAS,16
DLY05650,Weather,32
DLY05651,NAS,65
DLY05652,Maintenance,82
DLY05653,Carrier,48
DLY05654,Weather,131
DLY05655,Weather,149
DLY05656,Weather,28
DLY05657,Weather,152
DLY05658,Carrier,38
DLY05659,Maintenance,209
DLY05660,Carrier,38
DLY05661,NAS,55
DLY05662,Weather,148
DLY05663,Weather,144
DLY05664,NAS,64
DLY05665,Weather,178
DLY05666,NAS,45
DLY05667,NAS,34
DLY05668,NAS,64
DLY05669,Carrier,12
DLY05670,Maintenance,30
DLY05671,Carrier,18
DLY05672,Maintenance,161
DLY05673,NAS,27
DLY05674,Weather,180
DLY05675,Weather,89
DLY05676,Maintenance,30
DLY05677,Weather,128
DLY05678,Maintenance,97
DLY05679,Weather,89
DLY05680,Carrier,31
DLY05681,Maintenance,175
DLY05682,Weather,100
DLY05683,Carrier,15
DLY05684,NAS,18
DLY05685,Weather,29
DLY05686,Carrier,40
DLY05687,NAS,64
DLY05688,Weather,162
DLY05689,Weather,174
DLY05690,NAS,45
DLY05691,Maintenance,159
DLY05692,Carrier,52
DLY05693,NAS,42
DLY05694,Maintenance,169
DLY05695,Maintenance,93
DLY05696,Weather,83
DLY05697,Maintenance,161
DLY05698,Maintenance,51
DLY05699,Weather,64
DLY05700,Maintenance,151
DLY05701,Weather,177
DLY05702,Weather,116
DLY05703,NAS,30
DLY05704,Carrier,13
DLY05705,Maintenance,113
DLY05706,Weather,100
DLY05707,Weather,132
DLY05708,Weather,63
DLY05709,NAS,79
DLY05710,Weather,91
DLY05711,NAS,26
DLY05712,Maintenance,169
DLY05713,Carrier,23
DLY05714,Weather,33
DLY05715,Weather,167
DLY05716,Maintenance,42
DLY05717,Weather,57
DLY05718,Weather,32
DLY05719,NAS,25
DLY05720,NAS,26
DLY05721,Maintenance,211
DLY05722,Carrier,24
DLY05723,Weather,43
DLY05724,Maintenance,175
DLY05725,Weather,83
DLY05726,Weather,28
DLY05727,NAS,16
DLY05728,Carrier,34
DLY05729,Maintenance,96
DLY05730,Maintenance,200
DLY05731,Weather,62
DLY05732,Weather,180
DLY05733,Maintenance,77
DLY05734,Maintenance,168
DLY05735,Weather,161
DLY05736,Maintenance,176
DLY05737,Weather,133
DLY05738,NAS,83
DLY05739,Weather,94
DLY05740,Carrier,15
DLY05741,Maintenance,226
DLY05742,Maintenance,116
DLY05743,Maintenance,235
DLY05744,Weather,168
DLY05745,Weather,62
DLY05746,Weather,155
DLY05747,Weather,162
DLY05748,Carrier,48
DLY05749,Carrier,34
DLY05750,Carrier,23
DLY05751,NAS,39
DLY05752,Maintenance,133
DLY05753,Maintenance,97
DLY05754,Maintenance,205
DLY05755,NAS,44
DLY05756,Maintenance,89
DLY05757,Weather,160
DLY05758,NAS,16
DLY05759,Maintenance,124
DLY05760,NAS,88
DLY05761,NAS,34
DLY05762,Weather,31
DLY05763,Weather,88
DLY05764,Maintenance,93
DLY05765,NAS,62
DLY05766,Carrier,42
DLY05767,NAS,79
DLY05768,Weather,83
DLY05769,Weather,48
DLY05770,Maintenance,80
DLY05771,Weather,124
DLY05772,Carrier,13
DLY05773,Maintenance,201
DLY05774,Carrier,22
DLY05775,NAS,60
DLY05776,NAS,76
DLY05777,Maintenance,175
DLY05778,Carrier,13
DLY05779,Weather,84
DLY05780,NAS,17
DLY05781,Carrier,43
DLY05782,Weather,146
DLY05783,NAS,82
DLY05784,Weather,154
DLY05785,Carrier,57
DLY05786,Carrier,47
DLY05787,Weather,128
DLY05788,Weather,46
DLY05789,Weather,21
DLY05790,Maintenance,57
DLY05791,Weather,31
DLY05792,Weather,84
DLY05793,Weather,21
DLY05794,Maintenance,183
DLY05795,Weather,144
DLY05796,NAS,83
DLY05797,Weather,178
DLY05798,Weather,70
DLY05799,NAS,46
DLY05800,Carrier,21
DLY05801,Weather,165
DLY05802,Weather,161
DLY05803,Maintenance,104
DLY05804,Maintenance,118
DLY05805,Carrier,27
DLY05806,NAS,44
DLY05807,Maintenance,101
DLY05808,Maintenance,79
DLY05809,Maintenance,174
DLY05810,Weather,110
DLY05811,Carrier,39
DLY05812,NAS,55
DLY05813,Weather,117
DLY05814,Maintenance,237
DLY05815,Maintenance,111
DLY05816,NAS,86
DLY05817,Maintenance,172
DLY05818,Maintenance,224
DLY05819,NAS,42
DLY05820,Carrier,11
DLY05821,Carrier,15
DLY05822,Weather,68
DLY05823,Carrier,15
DLY05824,Maintenance,219
DLY05825,Weather,37
DLY05826,Maintenance,178
DLY05827,NAS,42
DLY05828,Weather,96
DLY05829,Weather,47
DLY05830,Carrier,45
DLY05831,NAS,85
DLY05832,Weather,97
DLY05833,Weather,103
DLY05834,Carrier,48
DLY05835,Maintenance,82
DLY05836,NAS,49
DLY05837,Carrier,12
DLY05838,Weather,144
DLY05839,Weather,70
DLY05840,Maintenance,185
DLY05841,Maintenance,151
DLY05842,Carrier,33
DLY05843,Weather,120
DLY05844,Maintenance,221
DLY05845,NAS,32
DLY05846,Maintenance,45
DLY05847,Carrier,15
DLY05848,NAS,74
DLY05849,Weather,90
DLY05850,Maintenance,148
DLY05851,Maintenance,105
DLY05852,NAS,20
DLY05853,NAS,65
DLY05854,NAS,49
DLY05855,Weather,89
DLY05856,Weather,128
DLY05857,Maintenance,210
DLY05858,Carrier,50
DLY05859,NAS,48
DLY05860,Weather,167
DLY05861,Carrier,16
DLY05862,Maintenance,232
DLY05863,Carrier,42
DLY05864,Carrier,30
DLY05865,Maintenance,158
DLY05866,Carrier,16
DLY05867,Maintenance,76
DLY05868,Weather,106
DLY05869,Carrier,60
DLY05870,Carrier,15
DLY05871,Maintenance,240
DLY05872,Carrier,44
DLY05873,NAS,18
DLY05874,Maintenance,107
DLY05875,NAS,39
DLY05876,Weather,43
DLY05877,Weather,88
DLY05878,Maintenance,140
DLY05879,Weather,35
DLY05880,Maintenance,88
DLY05881,Weather,74
DLY05882,Maintenance,88
DLY05883,Maintenance,156
DLY05884,Weather,178
DLY05885,NAS,30
DLY05886,Maintenance,85
DLY05887,Weather,102
DLY05888,Maintenance,76
DLY05889,Maintenance,71
DLY05890,NAS,52
DLY05891,Maintenance,46
DLY05892,Weather,34
DLY05893,NAS,32
DLY05894,Weather,178
DLY05895,Weather,57
DLY05896,Weather,63
DLY05897,Maintenance,227
DLY05898,Maintenance,116
DLY05899,Maintenance,73
DLY05900,NAS,70
DLY05901,Carrier,54
DLY05902,NAS,80
DLY05903,Weather,76
DLY05904,Weather,176
DLY05905,Carrier,15
DLY05906,Carrier,21
DLY05907,Maintenance,208
DLY05908,Weather,180
DLY05909,Carrier,21
DLY05910,Carrier,37
DLY05911,Weather,63
DLY05912,Weather,21
DLY05913,Maintenance,181
DLY05914,Weather,155
DLY05915,NAS,87
DLY05916,NAS,46
DLY05917,Weather,150
DLY05918,Maintenance,55
DLY05919,Maintenance,183
DLY05920,Carrier,24
DLY05921,NAS,56
DLY05922,Maintenance,207
DLY05923,Carrier,54
DLY05924,Weather,138
DLY05925,Maintenance,46
DLY05926,Carrier,14
DLY05927,Carrier,13
DLY05928,Maintenance,185
DLY05929,Weather,32
DLY05930,Carrier,42
DLY05931,Weather,180
DLY05932,Carrier,38
DLY05933,Maintenance,179
DLY05934,Maintenance,53
DLY05935,NAS,30
DLY05936,NAS,56
DLY05937,Maintenance,130
DLY05938,Weather,168
DLY05939,Maintenance,166
DLY05940,Carrier,51
DLY05941,NAS,85
DLY05942,Maintenance,228
DLY05943,Maintenance,94
DLY05944,NAS,47
DLY05945,NAS,33
DLY05946,Weather,44
DLY05947,NAS,37
DLY05948,Weather,114
DLY05949,NAS,61
DLY05950,Weather,175
DLY05951,Weather,31
DLY05952,Carrier,24
DLY05953,NAS,71
DLY05954,Carrier,56
DLY05955,Carrier,40
DLY05956,Weather,96
DLY05957,Weather,31
DLY05958,Carrier,45
DLY05959,Carrier,14
DLY05960,Weather,50
DLY05961,Weather,122
DLY05962,Carrier,39
DLY05963,Weather,119
DLY05964,Maintenance,52
DLY05965,Maintenance,138
DLY05966,Weather,123
DLY05967,NAS,36
DLY05968,Weather,33
DLY05969,Carrier,55
DLY05970,Carrier,28
DLY05971,NAS,26
DLY05972,Weather,127
DLY05973,Maintenance,59
DLY05974,Weather,32
DLY05975,Weather,64
DLY05976,NAS,32
DLY05977,Maintenance,46
DLY05978,Weather,24
DLY05979,NAS,69
DLY05980,Weather,145
DLY05981,Carrier,41
DLY05982,NAS,54
DLY05983,Carrier,47
DLY05984,Weather,128
DLY05985,Weather,63
DLY05986,Carrier,39
DLY05987,Maintenance,140
DLY05988,Weather,73
DLY05989,Weather,61
DLY05990,Carrier,58
DLY05991,NAS,38
DLY05992,Weather,69
DLY05993,Maintenance,102
DLY05994,Weather,115
DLY05995,Weather,130
DLY05996,Weather,142
DLY05997,Carrier,30
DLY05998,Maintenance,129
DLY05999,Maintenance,87
DLY06000,Weather,172
DLY06001,Weather,154
DLY06002,Maintenance,209
DLY06003,Weather,55
DLY06004,Maintenance,174
DLY06005,Carrier,31
DLY06006,Carrier,23
DLY06007,Carrier,58
DLY06008,Carrier,26
DLY06009,Maintenance,221
DLY06010,Maintenance,97
DLY06011,Weather,92
DLY06012,NAS,20
DLY06013,Weather,72
DLY06014,NAS,23
DLY06015,Weather,124
DLY06016,Weather,96
DLY06017,Maintenance,56
DLY06018,Maintenance,203
DLY06019,Weather,105
DLY06020,Weather,93
DLY06021,Maintenance,87
DLY06022,Maintenance,78
DLY06023,Weather,38
DLY06024,Maintenance,154
DLY06025,Weather,122
DLY06026,Maintenance,122
DLY06027,Carrier,17
DLY06028,Weather,37
DLY06029,NAS,39
DLY06030,Carrier,26
DLY06031,Maintenance,117
DLY06032,Carrier,32
DLY06033,Carrier,16
DLY06034,Weather,70
DLY06035,Carrier,14
DLY06036,Weather,179
DLY06037,NAS,84
DLY06038,NAS,78
DLY06039,Weather,145
DLY06040,Weather,168
DLY06041,NAS,35
DLY06042,Weather,139
DLY06043,Maintenance,62
DLY06044,Weather,42
DLY06045,Maintenance,130
DLY06046,Carrier,11
DLY06047,NAS,37
DLY06048,Carrier,23
DLY06049,Weather,35
DLY06050,Weather,98
DLY06051,Maintenance,231
DLY06052,NAS,77
DLY06053,Carrier,11
DLY06054,Weather,133
DLY06055,Weather,27
DLY06056,Maintenance,185
DLY06057,Weather,31
DLY06058,Maintenance,236
DLY06059,NAS,38
DLY06060,Weather,172
DLY06061,Carrier,26
DLY06062,Carrier,58
DLY06063,Weather,129
DLY06064,Weather,42
DLY06065,Carrier,12
DLY06066,Carrier,45
DLY06067,Maintenance,185
DLY06068,Weather,46
DLY06069,Maintenance,80
DLY06070,Carrier,16
DLY06071,Maintenance,133
DLY06072,Carrier,30
DLY06073,NAS,52
DLY06074,Weather,165
DLY06075,Weather,56
DLY06076,NAS,25
DLY06077,NAS,18
DLY06078,Carrier,38
DLY06079,NAS,90
DLY06080,Carrier,60
